,Unnamed: 0,case1,case2,saved
29,7740,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
30,8019,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
31,8056,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
32,8058,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
33,8308,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
34,8456,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
35,8765,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
36,8863,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
37,8891,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
38,9225,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
39,9463,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
40,9634,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
41,9739,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
42,10116,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
43,10458,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
44,10494,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
45,10617,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
46,10840,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
47,11357,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
48,11616,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
49,12333,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
50,12336,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
51,12608,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
52,12714,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
53,12931,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
54,13364,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
55,13583,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
56,14279,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
57,14303,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
58,14396,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
59,14401,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
60,14406,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
61,14452,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
62,14720,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
63,15067,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
64,15188,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
65,15344,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
66,15448,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
67,15541,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
68,15570,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
69,15631,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
70,15666,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
71,16389,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
72,16573,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
73,16588,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
74,16849,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
75,17460,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
76,17521,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case2
